trail-pointtopoint;trail;From A to B;Von A nach B;De A à B;Da A a B;2026-05-26T14:43:40.1960691+00:00
transport-publictransportfriendly;transport;accessible by public transport;mit dem ÖV erreichbar;Accessible par les transports en commun;raggiungibile con i mezzi pubblici;2026-05-26T14:43:44.1419118+00:00
proposed-by-editor;proposed;Editorially recommended;redaktionell empfohlen;Recommandation éditoriale;Editorialmente consigliato;2026-05-26T15:02:04.5881728+00:00
school-difficulty-level-difficult;school-difficulty-level;difficult for students;schwierig für Schüler;difficile pour les étudiants;difficile per gli studenti;2026-05-26T14:44:12.2467237+00:00
school-difficulty-level-easy;school-difficulty-level;simple-easy for students;einfach-leicht für Schüler;Simple-facile pour les étudiants;semplice-facile per gli studenti;2026-05-26T14:44:12.6620978+00:00
school-difficulty-level-medium;school-difficulty-level;medium difficult for students;mittelschwierig für Schüler;Moyen difficile pour les étudiants;medio difficile per gli studenti;2026-05-26T14:44:17.3271489+00:00
school-level-kindergarden;school-level;Kindergarten;Kindergarten;École maternelle;Scuola materna;2026-05-26T14:44:13.2772779+00:00
school-level-primary-fifth-sixth-grade;school-level;5th/6th primary class;5./6. Primarklasse;5ème/6ème classe primaire;5ª/6ª classe primaria;2026-05-26T14:44:16.8428834+00:00
school-level-primary-first-second-grade;school-level;1st/2nd primary class;1./2. Primarklasse;1ère/2ème classe primaire;1ª/2ª classe primaria;2026-05-26T14:44:13.7019648+00:00
school-level-primary-third-fourth-grade;school-level;3rd/4th primary class;3./4. Primarklasse;3ème/4ème classe primaire;3ª/4ª classe primaria;2026-05-26T14:44:16.386087+00:00
schooltrip-category-action;schooltrip-category;Fun and action;Spass und Action;Amusement et action;Divertimento e azione;2026-05-26T14:44:17.7674004+00:00
schooltrip-category-animals;schooltrip-category;Animals;Tiere;Animaux;Animali;2026-05-26T15:02:12.6427642+00:00
schooltrip-category-castles-monastery;schooltrip-category;Castles Castles Monasteries;Schlösser Burgen Klöster;Châteaux Châteaux Monastères;Castelli Castelli Monasteri;2026-05-26T15:02:13.8598325+00:00
schooltrip-category-history-and-culture;schooltrip-category;History and culture;Geschichte und Kultur;Histoire et culture;Storia e cultura;2026-05-26T15:02:14.2553317+00:00
schooltrip-category-museums;schooltrip-category;Museums;Museen;Musées;Musei;2026-05-26T14:44:21.1173525+00:00
schooltrip-category-nature-and-environment;schooltrip-category;Nature and environment;Natur und Umwelt;Nature et environnement;Natura e ambiente;2026-05-26T14:44:20.67666+00:00
schooltrip-category-romans;schooltrip-category;Roman;Römer;Romain;Romano;2026-05-26T15:02:14.2564729+00:00
schooltrip-category-science;schooltrip-category;Science;Wissenschaft;Science;Scienza;2026-05-26T14:44:20.2037327+00:00
schooltrip-category-exercise-and-sport;schooltrip-category;Exercise and sport;Bewegung und Sport;Exercice et sport;Esercizio fisico e sport;2026-05-26T15:02:15.6038606+00:00
schooltrip-category-culture-at-school;schooltrip-category;Culture sets a precedent;Kultur macht Schule;La culture va à l’école;La cultura va a scuola;2026-05-26T15:02:15.7240389+00:00
school-level-secondary-first-grade;school-level;1. Secondary education;1. Sekundarstufe;1. Enseignement secondaire;1. Istruzione secondaria;2026-05-26T13:02:37.7076135+00:00
school-level-secondary-second-grade;school-level;2. Secondary education;2. Sekundarstufe;2. Enseignement secondaire;2. Istruzione secondaria;2026-05-26T15:02:16.9059622+00:00
profile-fun-1;profile-fun;Fun low;Spass niedrig;Fun bas;Divertimento basso;2025-02-24T12:54:12.5939229+00:00
profile-fun-5;profile-fun;Fun high;Spass hoch;Très amusant;Molto divertimento;2025-02-24T12:54:59.1104641+00:00
profile-relaxation-1;profile-relaxation;Relaxation low;Entspannung niedrig;Détente faible;Rilassamento basso;2025-02-24T12:59:08.9305975+00:00
profile-mod-group;profile;Group;Gruppe;Groupe;Gruppo;2025-06-28T07:37:16.6401975+00:00
profile-relaxation-5;profile-relaxation;Relaxation high;Entspannung hoch;Relaxation élevée;Rilassamento alto;2025-02-24T12:59:11.3608779+00:00
profile-tourist-recommendation-level-1;profile;Tourist recommendation level 1;Touristische Empfehlung-Stufe 1;Recommandation touristique niveau 1;Raccomandazione turistica livello 1;2025-06-28T07:41:36.5952876+00:00
culinary-gourmet;culinary;Gourmet;Gourmet;Gourmet;Buongustaio;2026-05-26T14:44:38.7999231+00:00
culinary-french;culinary;French;Französisch;Français;Francese;2026-05-26T14:44:42.7541804+00:00
culinary-local-specialities;culinary;Local specialities;Lokale Spezialitäten;Spécialités locales;Specialità locali;2026-05-26T14:45:01.6332657+00:00
culinary-italian;culinary;Italian;Italienisch;Italien;Italiano;2026-05-26T14:44:51.6441831+00:00
culinary-indian;culinary;Indian;Indisch;Indien;Indiano;2026-05-26T15:02:30.831151+00:00
culinary-healthy;culinary;Healthy;Healthy;Sain;Sano;2026-05-26T14:44:49.7563951+00:00
culinary-fish;culinary;Fish/Seafood;Fisch/Seafood;Poissons/fruits de mer;Pesce/Frutti di mare;2026-05-26T15:02:30.177256+00:00
culinary-american;culinary;American;Amerikanisch;Américain;Americano;2026-05-26T14:44:50.5230278+00:00
culinary-asian;culinary;Asian;Asiatisch;Asiatique;Asiatico;2026-05-26T14:45:45.0017746+00:00
culinary-dessert;culinary;Desserts;Nachspeisen;Desserts;Dolci;2026-05-26T15:02:30.4817417+00:00
dance-modern;dance;Modern;Modern;Moderne;Moderno;2026-05-26T14:46:03.3968933+00:00
culinary-japanese-sushi;culinary;Japanese sushi;Japanisch-sushi;Sushi japonais;Sushi giapponese;2026-05-26T14:46:04.0004952+00:00
dance-ballet;dance;Ballet;Ballett;Ballet;Balletto;2026-05-26T15:02:33.914683+00:00
dance-show;dance;Show;Show;Montrer;Mostrare;2026-05-26T14:46:16.6625227+00:00
dance-dance-theater;dance;Dance theater;Tanztheater;Danse théâtre;Teatro danza;2026-05-26T14:46:10.5842542+00:00
culinary-spanish;culinary;Spanish;Spanisch;Espagnol;Spagnolo;2026-05-26T15:02:34.2857284+00:00
dance-performance;dance;Performance;Performance;Performance;Prestazione;2026-05-26T14:46:16.0547879+00:00
culinary-vegetarian;culinary;Vegetarian;Vegetarisch;Végétarien;Vegetariano;2026-05-26T15:02:34.8298607+00:00
dance-ball;dance;Ball;Ball;Ballon;Palla;2026-05-26T14:46:16.7986207+00:00
languages-chinese;languages;Chinese;Chinesisch;Chinois;Cinese;2026-05-26T14:46:18.8689606+00:00
languages-english;languages;English;Englisch;Anglais;Inglese;2026-05-26T15:02:38.568999+00:00
life-christmas;life;Christmas;Weihnachten;Noël;Natale;2026-05-26T15:02:39.0229936+00:00
languages-japanese;languages;Japanese;Japanisch;Japonais;Giapponese;2026-05-26T15:02:39.4812585+00:00
life-alpine-experience;life;Alpine experience;Alpenerlebnis;Expérience alpine;Esperienza alpina;2026-05-26T14:46:19.5594922+00:00
languages-hindi;languages;Hindi;Hindi;Hindi;Hindi;2026-05-26T14:46:18.9739445+00:00
life-sleeping-in-the-straw;life;Sleeping in straw;Schlafen im Stroh;Dormir dans la paille;Dormire nella paglia;2026-05-26T15:02:43.8238851+00:00
life-festival;life;Festival;Festival;Fête;Festival;2026-05-26T14:46:30.0056488+00:00
languages-french;languages;French;Französisch;Français;Francese;2026-05-26T15:02:39.496599+00:00
languages-italian;languages;Italian;Italienisch;Italien;Italiano;2026-05-26T14:46:19.6737759+00:00
life-apres-ski;life;Après Ski;Après Ski;Après-ski;Après Ski;2026-05-26T15:02:44.0989147+00:00
life-nature;life;Nature;Natur;Nature;Natura;2026-05-26T14:46:27.1240054+00:00
life-guided;life;Guided;Geführt;Guidé;Guidato;2026-05-26T14:46:26.5656688+00:00
life-recreation-and-leisure;life;Leisure;Freizeit;Loisir;Tempo libero;2026-05-26T14:46:29.3341084+00:00
life-adventure-farm;life;Adventure farm;Erlebnishof;Ferme d’aventure;Fattoria avventura;2026-05-26T14:46:32.0528615+00:00
music-rap;music;Rap;Rap;Rap;Colpo;2026-05-26T15:02:40.139496+00:00
music-symphony-orchestra;music;Symphony orchestra;Symphonieorchester;Orchestre symphonique;Orchestra sinfonica;2026-05-26T14:46:30.2693817+00:00
languages-german;languages;German;Deutsch;Allemand;Tedesco;2026-05-26T14:46:30.7176836+00:00
market-street-market;market;Street Market;Strassenmarkt;Marché de rue;Mercato di strada;2026-05-26T15:02:44.5483875+00:00
life-open-air;life;Open;Open-air;Ouvrir;Aperto;2026-05-26T14:46:37.318349+00:00
music-folk-music;music;Folk music;Volksmusik;Musique folk;Musica popolare;2026-05-26T14:46:32.4980137+00:00
life-summer-activities;life;Summer;Sommeraktivitäten;Été;Estate;2026-05-26T15:02:44.9036788+00:00
music-techno;music;Techno;Techno;Techno;Techno;2026-05-26T14:46:33.4530726+00:00
music-church;music;Church;Kirchenmusik;Église;Chiesa;2026-05-26T14:46:31.1506112+00:00
music-trance;music;Trance;Trance;Transe;Trance;2026-05-26T15:02:44.9996012+00:00
music-gothic;music;Gothic;Gothic;Gothique;Gotico;2026-05-26T14:46:36.2534054+00:00
music-punk;music;Punk;Punk;Punk;Punk;2026-05-26T15:02:46.5903147+00:00
music-chamber;music;Chamber music;Kammermusik;Musique de chambre;Musica da camera;2026-05-26T14:46:37.084672+00:00
market-christmas-market;market;Christmas market;Weihnachtsmarkt;Marché de Noël;Mercatino di Natale;2026-05-26T15:02:49.3857311+00:00
music-swing;music;Swing;Swing;Balançoire;Altalena;2026-05-26T15:02:48.5813511+00:00
music-yodel;music;Yodel;Jodel;Iodler;Gorgheggiare;2026-05-26T14:46:40.8630413+00:00
seasonality-winter;seasonality;Winter;Winter;Hiver;Inverno;2026-05-26T14:46:37.8043947+00:00
regional-customs-carnival;regional-customs;Fasnacht;Fasnacht;Fasnacht;Fasnacht;2026-05-26T14:46:43.6189032+00:00
weekdays-wednesday;weekdays;Wednesday;Mittwoch;Mercredi;Mercoledì;2026-05-26T14:46:46.9840397+00:00
culinary-gluten-free;culinary;Gluten-free;Glutenfrei;Sans gluten;Senza glutine;2026-05-26T15:02:49.3997827+00:00
seasonality-spring;seasonality;Spring;Frühling;Source;Primavera;2026-05-26T15:02:51.8552138+00:00
weekdays-friday;weekdays;Friday;Freitag;Vendredi;Venerdì;2026-05-26T15:02:52.7255254+00:00
culinary-pizza;culinary;Pizza;Pizza;Pizza;Pizza;2026-05-26T15:02:50.7880449+00:00
culinary-streetfood;culinary;Street food;Street-Food;Cuisine de rue;Cibo di strada;2026-05-26T14:46:49.5099601+00:00
culinary-thai;culinary;Thai;Thailändisch;Thaï;Tailandese;2026-05-26T14:46:49.8350181+00:00
transport-rickshaw;transport;Rickshaw;Rikscha;Pousse-pousse;Risciò;2026-05-26T14:46:49.9271043+00:00
culinary-oriental;culinary;Oriental;Orientalisch;Oriental;Orientale;2026-05-26T14:46:50.3765586+00:00
culinary-bbq;culinary;BBQ;BBQ;BBQ;Barbecue;2026-05-26T15:02:53.3403482+00:00
culinary-mediterranean;culinary;Mediterranean;Mediterran;Méditerranéen;Mediterraneo;2026-05-26T14:46:51.4135414+00:00
culinary-mexican;culinary;Mexican;Mexikanisch;Mexicain;Messicano;2026-05-26T14:46:54.7385448+00:00
culinary-pasta;culinary;Pasta;Pasta;Pâtes alimentaires;Pasta;2026-05-26T15:03:00.498225+00:00
transport-transfer;transport;Transfer;Transfer;Transfert;Trasferimento;2026-05-26T14:46:54.3030045+00:00
weekdays-saturday;weekdays;Saturday;Samstag;Samedi;Sabato;2026-05-26T14:46:57.8223012+00:00
weekdays-monday;weekdays;Monday;Montag;Lundi;Lunedì;2026-05-26T15:03:01.8244358+00:00
culinary-poke;culinary;Poke;Poke;Piquer;Attizzare;2026-05-26T14:46:57.8738958+00:00
swissness-local-product;swissness;Local Product;Lokal-Produkt;Produit local;Prodotto Locale;2026-05-26T14:46:58.4074261+00:00
culinary-international;culinary;International;International;International;Internazionale;2026-05-26T14:47:00.396178+00:00
transport-bus;transport;Bus;Bus;Bus;Autobus;2026-05-26T14:46:58.314354+00:00
culinary-vegan;culinary;Vegan;Vegan;Végétalien;Vegano;2026-05-26T14:46:59.0915508+00:00
life-concert;life;Concert;Konzert;Concert;Concerto;2026-05-26T15:03:03.4587977+00:00
life-mountain;life;Mountain;Berg;Montagne;Montagna;2026-05-26T15:03:02.4422505+00:00
languages-portuguese;languages;Portuguese;Portugiesisch;Portugais;Portoghese;2026-05-26T15:03:02.8703283+00:00
dance-classic;dance;Classic;Klassisch;Classique;Classico;2026-05-26T15:03:04.3816741+00:00
life-holiday-camp;life;Holiday camp;Ferienlager;Camp de vacances;Villaggio turistico;2026-05-26T14:47:11.1849371+00:00
languages-spanish;languages;Spanish;Spanisch;Espagnol;Spagnolo;2026-05-26T14:46:59.6662746+00:00
life-outdoor;life;Outdoor;Outdoor;Extérieur;All’aperto;2026-05-26T15:03:04.7938507+00:00
music-baroque;music;Baroque;Barock;Baroque;Barocco;2026-05-26T14:47:02.6176723+00:00
languages-russian;languages;Russian;Russisch;Russe;Russo;2026-05-26T15:03:05.7062365+00:00
market-farmers-market;market;Farmer's Market;Bauernmarkt;Marché fermier;Mercato contadino;2026-05-26T15:03:05.9049681+00:00
weekdays-tuesday;weekdays;Tuesday;Dienstag;Mardi;Martedì;2026-05-26T15:03:12.2195056+00:00
market-flea-market;market;Flea market;Flohmarkt;Marché aux puces;Mercato delle pulci;2026-05-26T15:03:06.194896+00:00
life-indoor;life;Indoor;Indoor;Intérieur;Interno;2026-05-26T14:47:09.0801761+00:00
market-fair;market;Fair;Jahrmarkt;Juste;Fiera;2026-05-26T14:47:09.6068418+00:00
music-chapel;music;Ländlerkapelle;Ländlerkapelle;Ländlerkapelle;Ländlerkapelle;2026-05-26T15:03:06.364955+00:00
regional-customs-flag-waving;regional-customs;Flag-waving;Fahnenschwingen;Agitement de drapeau;Sventolare la bandiera;2026-05-26T14:47:10.5920836+00:00
transport-boat;transport;Boat;Boot;Bateau;Barca;2026-05-26T15:03:10.879632+00:00
weekdays-thursday;weekdays;Thursday;Donnerstag;Jeudi;Giovedì;2026-05-26T15:03:14.4706788+00:00
transport-e-tuktuk;transport;E-TukTuk;E-TukTuk;E-TukTuk;E-TukTuk;2026-05-26T15:03:12.2468013+00:00
life-excursions;life;Destinations;Ausflugsziele;Destinations;Destinazioni;2026-05-26T14:47:10.0588285+00:00
swissness-sustainable-production;swissness;Sustainable production;Nachhaltige-Produktion;Production durable;Produzione sostenibile;2026-05-26T14:47:11.6005973+00:00
music-alphorn;music;Alphorn;Alphorn;Cor des Alpes;Alphorn;2026-05-26T14:47:12.3627448+00:00
seasonality-summer;seasonality;Summer;Sommer;Été;Estate;2026-05-26T15:03:12.5543437+00:00
weekdays-sunday;weekdays;Sunday;Sonntag;Dimanche;Domenica;2026-05-26T15:03:12.7005634+00:00
music-reggaeton;music;Reggaeton;Reggaeton;Reggaeton;Reggaeton;2026-05-26T15:03:12.707831+00:00
transport-e-bike;transport;E-Bike;E-Bike;Vélo électrique;E-Bike;2026-05-26T14:47:13.7339741+00:00
music-soul;music;Soul;Soul;Âme;Anima;2026-05-26T15:03:20.4555454+00:00
music-house;music;House;House;Maison;Casa;2026-05-26T14:47:22.8718777+00:00
music-electric;music;Electric;Elektro;Électrique;Elettrico;2026-05-26T14:47:17.5794519+00:00
music-rockabilly;music;Rockabilly;Rockabilly;Rockabilly;Rockabilly;2026-05-26T15:03:13.6881765+00:00
music-funk;music;Funk;Funk;Funk;Funk;2026-05-26T14:47:15.0850786+00:00
music-metal;music;Metal;Metal;Métal;Metallo;2026-05-26T14:47:22.0136356+00:00
seasonality-autumn;seasonality;Autumn;Herbst;Automne;Autunno;2026-05-26T15:03:13.1239496+00:00
music-hardcore-techno;music;Hardcore Techno;Hardcore-Techno;Hardcore Techno;Hardcore Techno;2026-05-26T14:47:25.3690092+00:00
swissness-made-in-switzerland;swissness;Made-in-Switzerland;Made-in-Switzerland;Fabriqué en Suisse;Made in Switzerland;2026-05-26T15:03:22.7264111+00:00
regional-customs-alpine-ascension;regional-customs;Cattle Procession;Alpaufzug;Procession bovine;Processione del bestiame;2026-05-26T14:47:22.4201629+00:00
life-winter-activities;life;Winter;Winteraktivitäten;Hiver;Inverno;2026-05-26T15:03:22.7467654+00:00
music-blues;music;Blues;Blues;Blues;Blues;2026-05-26T14:47:25.8731219+00:00
music-hip-hop;music;Hip-hop;Hip-Hop;Hip-hop;Hip-hop;2026-05-26T14:47:20.025998+00:00
music-piano;music;Piano;Klavier;Piano;Pianoforte;2026-05-26T14:47:19.5959477+00:00
life-snow-sports;life;Snow sports;Schneesport;Sports de neige;Sport sulla neve;2026-05-26T14:47:26.731029+00:00
music-country;music;Country;Country;Pays;Paese;2026-05-26T15:03:16.1825667+00:00
music-karaoke;music;Karaoke;Karaoke;Karaoké;Karaoke;2026-05-26T15:03:14.9129488+00:00
music-reggae;music;Reggae;Reggae;Reggae;Reggae;2026-05-26T14:47:26.3551253+00:00
accomodation-luggage-transport;accomodation;Baggage;Gepäcktransport;Bagage;Bagaglio;2026-05-26T15:03:30.4292083+00:00
hiking-alpine-hiking;hiking;Alpine hiking;Alpinwandern;Randonnée alpine;Escursioni alpine;2026-05-26T15:03:30.9137998+00:00
accomodation-accomodation;accomodation;Spend the night;Übernachten;Passez la nuit;Trascorri la notte;2026-05-26T14:47:32.6952779+00:00
hiking-mountain-hiking;hiking;Hiking;Bergwandern;Randonnée;Escursionismo;2026-05-26T15:03:34.2392299+00:00
market-rent;market;Renting;Vermietung;Location;Affitto;2026-05-26T15:03:34.5974424+00:00
market-buy;market;Buy;Kaufen;Acheter;Comprare;2026-05-26T14:47:32.919451+00:00
hiking-hiking;hiking;Wander;Wandern;Errer;Vagabondare;2026-05-26T15:03:36.6690171+00:00
transport-cable-railway;transport;Mountain railway;Bergbahn;Chemin de fer de montagne;Ferrovia di montagna;2026-05-26T15:03:35.2023547+00:00
audience-info-association;audience-info;association;Veriene/Firmen;Entreprises/Entreprises;Aziende/Aziende;2026-05-26T15:03:37.8778767+00:00
life-wellness;life;Wellness;Wellness;Bien-être;Benessere;2026-05-26T15:03:37.994579+00:00
general-picnic;general;Picnic area on the way;Picknickplatz unterwegs;Aire de pique-sur le chemin;Area picnic lungo la strada;2026-05-26T14:47:34.2924618+00:00
transport-mobility;transport;Mobility;Mobilität;Mobilité;Mobilità;2026-05-26T14:47:33.3644029+00:00
culinary-winetour;culinary;Wine Tour;Weintour;Visite des vins;Tour del vino;2026-05-26T14:47:38.8019309+00:00
region-central-ch;region;Central;Zentralschweiz;Central;Centrale;2026-05-26T14:47:39.8672736+00:00
culinary-fast-food;culinary;Fast food;Fast-Food;Restauration rapide;Fast food;2026-05-26T14:47:40.0115973+00:00
region-bernese-mountains;region;Bernese Oberland;Berner Oberland;Oberland bernois;Bernese Oberland;2026-05-26T14:47:40.4053007+00:00
region-eastern-ch;region;Eastern switzerland;Ostschweiz;Suisse orientale;Svizzera orientale;2026-05-26T15:03:49.6457152+00:00
region-zuerich;region;Zurich Region;Region Zürich;Région de Zurich;Zurigo Regione;2026-05-26T14:47:40.9408569+00:00
region-zuerichsee;region;Rapperswil Lake Zurich;Rapperswil Zürichsee;Lac de Rapperswil Zurich;Rapperswil Lago di Zurigo;2026-05-26T14:47:41.6717404+00:00
schooltrip-category-kultur-macht-schule;schooltrip-category;Culture sets a precedent;Kultur macht Schule;La culture va à l’école;La cultura va a scuola;2026-05-26T14:47:41.2656036+00:00
transport-onfoot;transport;On foot;Zu Fuss;À pied;A piedi;2026-05-26T15:03:49.9884652+00:00
transport-segway;transport;Segway;Segway;Segway;Segway (Segway);2026-05-26T15:03:49.7158247+00:00
pns-at-restaurant-parking;located-at;At Restaurant Parking;Beim Restaurant;Gastronomie;Al parcheggio Ristorante;2026-05-26T15:03:51.8138831+00:00
pns-at-marina;located-at;At marina;Am Jachthafen;Ports de plaisance;Alla marina;2026-05-26T14:47:42.7428126+00:00
pns-at-private-house;located-at;At Private house;Bei Privathaus;Chez l’habitant;In Casa Privata;2026-05-26T15:03:51.9455262+00:00
pns-at-farmhouse;located-at;At Farmhouse;Beim Bauernhof;Agrotourisme;Alla Fattoria;2026-05-26T15:03:52.220595+00:00
pns-nature-spot;located-at;Nature spot;Naturplatz;Au naturel;Posto Naturale;2026-05-26T14:47:43.8113279+00:00
pns-at-campsite;located-at;At Campsite;Beim Campingplatz;Au Camping;Al Campeggio;2026-05-26T14:47:42.8567536+00:00
pns-rv-parking;located-at;RV Parking;Wohnmobilstellplatz;Aires camping-car;Parcheggio RV;2026-05-26T15:03:52.5513411+00:00
pns-at-mountain-railway;located-at;At Mountain Railway;Bei Bergbahn;Près téléphérique;Alla ferrovia di montagna;2026-05-26T14:47:43.1646626+00:00
audience-age-5;audience-age;From 5 years;Ab 5 Jahre;À partir de 5 ans;A partire da 5 anni;2026-05-26T14:47:45.0147953+00:00
audience-age-4;audience-age;From 4 years;Ab 4 Jahre;À partir de 4 ans;A partire da 4 anni;2026-05-26T14:47:45.3628838+00:00
audience-age-2;audience-age;From 2 years;Ab 2 Jahre;À partir de 2 ans;A partire da 2 anni;2026-05-26T14:47:45.8717331+00:00
audience-age-9;audience-age;From 9 years;Ab 9 Jahre;À partir de 9 ans;A partire da 9 anni;2026-05-26T14:47:46.8210441+00:00
audience-age-3;audience-age;From 3 years;Ab 3 Jahre;À partir de 3 ans;A partire da 3 anni;2026-05-26T15:03:56.8562044+00:00
audience-age-7;audience-age;From 7 years;Ab 7 Jahre;À partir de 7 ans;A partire da 7 anni;2026-05-26T14:47:46.3796985+00:00
tourismregion-baselregion;tourismregion;Basel Region;Basel Region;Région bâloise;Regione di Basilea;2026-05-26T15:03:58.0660357+00:00
tourismregion-aarauregion;tourismregion;Aarau Region;Aarau Region;Région Argovie;Regione di Aarau;2026-05-26T14:47:46.9238715+00:00
tourismregion-bernregion;tourismregion;Bern Region;Bern Region;Région Berne;Regione di Berna;2026-05-26T14:47:48.024032+00:00
tourismregion-genf;tourismregion;Geneva;Genf;Genève;Ginevra;2026-05-26T15:03:58.4315014+00:00
tourismregion-genferseegebiet;tourismregion;Lake Geneva Region (Vaud);Genferseegebiet (Waadtland);Région lémanique (Vaud);Regione del Lago di Ginevra (Vaud);2026-05-26T15:04:00.1535034+00:00
tourismregion-jura;tourismregion;Jura & Three-Lakes;Jura & Drei-Seen-Land;Jura & Trois-Lacs;Giura e Tre Laghi;2026-05-26T15:04:01.5578148+00:00
tourismregion-fribourgregion;tourismregion;Fribourg Region;Fribourg Region;Région Fribourg;Regione di Friburgo;2026-05-26T15:04:02.4568296+00:00
tourismregion-ostschweiz;tourismregion;Eastern switzerland;Ostschweiz;Suisse orientale;Svizzera orientale;2026-05-26T15:04:05.3839619+00:00
tourismregion-luzern;tourismregion;Lucerne / Lake Lucerne;Luzern / Vierwaldstättersee;Lucerne / Lac des Quatre-Cantons;Lucerna / Lago dei Quattro Cantoni;2026-05-26T15:04:07.0098594+00:00
tourismregion-tessin;tourismregion;Ticino;Tessin;Tessin;Ticino;2026-05-26T15:04:07.5191628+00:00
tourismregion-wallis;tourismregion;Valais;Wallis;Valais;Vallese;2026-05-26T15:04:16.7427332+00:00
tourismregion-zuerichregion;tourismregion;Zurich Region;Zürich Region;Région zurichoise;Regione di Zurigo;2026-05-26T14:47:48.2906389+00:00
tourismzone-city;tourismzone;City;Grossstadt;Ville;Città;2026-05-26T14:47:49.4016169+00:00
tourismzone-countryside;tourismzone;Land;Land;Terre;Terra;2026-05-26T15:04:16.1362968+00:00
tourismzone-town;tourismzone;Small town;Kleine Stadt;Bourg;Cittadina;2026-05-26T14:47:51.6595614+00:00
tourismregion-graubunden;tourismregion;Graubünden;Graubünden;Grisons;Grigioni;2026-05-26T15:04:18.7670725+00:00
tourismzone-mountains;tourismzone;Mountain;Berg;Montagne;Montagna;2026-05-26T14:47:58.5197898+00:00
image-amenity-bathroom;image-amenity;Bathroom;Badezimmer;Salle de Bains;Stanza da bagno;2026-05-26T15:04:38.2266056+00:00
accomodation;accomodation;Spend the night;Übernachten;Passez la nuit;Trascorri la notte;2026-05-26T14:48:03.6435008+00:00
image-amenity-bed;image-amenity;Bed;Bett;Lit;Letto;2026-05-26T14:48:09.722295+00:00
hiking;hiking;Wander;Wandern;Errer;Vagabondare;2026-05-26T14:48:05.6574504+00:00
image-amenity-city-view;image-amenity;View of the city;Stadtblick;Ville;Città;2026-05-26T15:04:38.6019138+00:00
image-amenity-coffee-machine;image-amenity;Coffee machine;Kaffeemaschine;Percolateur;Caffettiera;2026-05-26T14:48:13.5915537+00:00
image-amenity-desk;image-amenity;Desk;Arbeitstisch;Établi;Pancone;2026-05-26T15:04:39.8307321+00:00
image-amenity-lake-view;image-amenity;Lake view;Seeblick;Lac;Lago;2026-05-26T15:04:38.7997009+00:00
image-amenity-garden-view;image-amenity;Garden view;Gartenblick;Jardin;Giardino;2026-05-26T15:04:39.2207665+00:00
image-amenity-courtyard-view;image-amenity;View of the courtyard;Blick auf den Innenhof;Vue sur la cour;Veduta del cortile;2026-05-26T14:48:14.4260653+00:00
image-amenity-lounge;image-amenity;Lounge;Lounge;Salon;Salotto;2026-05-26T15:04:39.7304685+00:00
image-amenity-river-view;image-amenity;River view;Flussblick;Fleuve;Fiume;2026-05-26T14:48:14.9748976+00:00
image-amenity-mini-fridge;image-amenity;Mini fridge;Minibar;Minibar;Minibar;2026-05-26T14:48:15.4720749+00:00
image-amenity-sitting-area;image-amenity;Sitting area;Sitzgelegenheiten;Sièges;Salotto;2026-05-26T15:04:39.3585857+00:00
image-amenity-mountain-view;image-amenity;Mountain view;Bergblick;Montagnes;Montagne;2026-05-26T15:04:39.2287222+00:00
image-amenity-street-view;image-amenity;View onto the street;Blick auf die Strasse;Vue sur la rue;Veduta della strada;2026-05-26T14:48:16.0754508+00:00
image-amenity-terrace-balcony;image-amenity;Balcony or terrace;Balkon oder Terrasse;Balcon ou terrasse;Balcone o terrazzo;2026-05-26T14:48:16.662547+00:00
image-amenity-tv;image-amenity;TV;Fernseh;Télévision;Televisione;2026-05-26T15:04:39.7491793+00:00
image-entertainment-childcare-service;image-entertainment;Childcare service;Kinderbetreuung;Garde d’enfants;Assistenza all'infanzia;2026-05-26T15:04:40.4053302+00:00
image-amenity-wardrobe-closet;image-amenity;Wardrobe or closet;Garderobe;Vestiaire;Guardaroba;2026-05-26T15:04:40.334649+00:00
image-entertainment-playground;image-entertainment;Playground;Spielplatz;Terrain de jeu;Parco giochi;2026-05-26T14:48:17.1371918+00:00
image-entertainment-programme;image-entertainment;Entertainment programme;Unterhaltungsprogramm;Programme d’éclairage;Programma luci;2026-05-26T15:04:40.4151088+00:00
image-event-co-working-space;image-event;Co-working space;Co-Working Zone;Co-Working Zone;Zona di co-working;2026-05-26T15:04:40.9265512+00:00
image-entertainment-playroom;image-entertainment;Playroom;Spielzimmer;Salle;Ludoteca;2026-05-26T15:04:40.802413+00:00
image-event-conference-room;image-event;Conference room;Konferenzraum;Salle de conférence;Sala conferenze;2026-05-26T15:04:41.7512297+00:00
image-event-meeting-room;image-event;Meeting room;Meetingraum;Salle de réunion;Sala riunioni;2026-05-26T15:04:41.1960566+00:00
image-food-breakfast-room;image-food;Breakfast room;Frühstücksraum;Salle de petit-déjeuner;Sala colazione;2026-05-26T15:04:42.4436686+00:00
image-food-bar;image-food;Bar;Bar;Bar;Bar;2026-05-26T15:04:42.5473533+00:00
image-food-breakfast;image-food;Breakfast;Frühstück;Petit déjeuner;Colazione;2026-05-26T15:04:43.2377855+00:00
image-food-dining-room;image-food;Dining room;Speisesaal;Réfectoire;Refettorio;2026-05-26T14:48:18.4515763+00:00
image-event-wedding-services;image-event;Wedding services;Hochzeitsveranstaltungen;Événements de mariage;Eventi di nozze;2026-05-26T14:48:18.9638832+00:00
